_id,SchoolYear,HBR,HBRQF,ValidReviews,EpiUnderweight,LCIEpiUnderweight,UCIEpiUnderweight,EpiHealthyWeight,LCIEpiHealthyWeight,UCIEpiHealthyWeight,EpiOverweight,LCIEpiOverweight,UCIEpiOverweight,EpiObese,LCIEpiObese,UCIEpiObese,EpiOverweightAndObese,LCIEpiOverweightAndObese,UCIEpiOverweightAndObese
206,2008/09,S08000030, ,3944,0.0169878296146045,0.0166677041760758,0.0173079550531331,0.761156186612576,0.760099939146973,0.762212434078179,0.11790060851927,0.117101715593709,0.118699501444831,0.10395537525355,0.103199308597142,0.104711441909957,0.221855983772819,0.220826694716474,0.222885272829165
207,2009/10,S08000030, ,3885,0.0149292149292149,0.0141056856342795,0.0157527442241503,0.765250965250965,0.762372700768515,0.768129229733416,0.121235521235521,0.11901896866131,0.123452073809732,0.0985842985842986,0.096559912782653,0.100608684385944,0.21981981981982,0.21700754519441,0.222632094445229
208,2010/11,S08000030, ,4026,0.0218579234972678,0.0209284116839655,0.02278743531057,0.738698460009935,0.735905568449507,0.741491351570364,0.135370094386488,0.133195261034552,0.137544927738424,0.104073522106309,0.102132386820117,0.106014657392501,0.239443616492797,0.236730822395428,0.242156410590166
209,2011/12,S08000030, ,3955,0.00935524652338812,0,0,0.761061946902655,0,0,0.126169405815424,0,0,0.103413400758534,0,0,0.229582806573957,0,0
210,2012/13,S08000030, ,4175,0.00574850299401198,0,0,0.76814371257485,0,0,0.129580838323353,0,0,0.0965269461077844,0,0,0.226107784431138,0,0
211,2013/14,S08000030, ,4331,0.00623412606788271,0,0,0.762410528746248,0,0,0.129762179635188,0,0,0.101593165550681,0,0,0.231355345185869,0,0
212,2014/15,S08000030, ,4138,0.00724987916868052,0.0066652837957799,0.00783447454158115,0.750845819236346,0.7478653853808,0.753826253091893,0.132189463508942,0.129855570761282,0.134523356256601,0.109714838086032,0.107561227060509,0.111868449111555,0.241904301594973,0.238953406117197,0.24485519707275
213,2015/16,S08000030, ,4093,0.00781822623992182,0.00720221991264405,0.00843423256719958,0.758856584412411,0.755864643646636,0.761848525178187,0.131443928658686,0.129080706068241,0.13380715124913,0.101881260688981,0.0997655831862835,0.103996938191679,0.233325189347667,0.230367028092609,0.236283350602725
214,2016/17,S08000030, ,4250,0.00588235294117647,0.00557173541479296,0.00619297046755998,0.750117647058824,0.748359059442471,0.751876234675176,0.130823529411765,0.129453820008655,0.132193238814874,0.113176470588235,0.111889619770701,0.11446332140577,0.244,0.242255434270633,0.245744565729367
215,2017/18,S08000030, ,4030,0.00967741935483871,0.00881177374761985,0.0105430649620576,0.733746898263027,0.729838556932174,0.737655239593881,0.137965260545906,0.134915826358084,0.141014694733728,0.118610421836228,0.115751400549019,0.121469443123438,0.256575682382134,0.252713808062928,0.26043755670134
216,2018/19,S08000030, ,2732,0.00805270863836018,0.0060197083338177,0.0100857089429027,0.767569546120059,0.757961666882738,0.777177425357379,0.12298682284041,0.115516239699856,0.130457405980963,0.101390922401171,0.094524870363545,0.108256974438798,0.224377745241581,0.214888379766274,0.233867110716888
217,2021/22,S08000030, ,3277,0.0103753433018004,0.00895197229280037,0.0117987143108005,0.721391516631065,0.71509407272202,0.72768896054011,0.142508391821788,0.137597992814186,0.147418790829391,0.125724748245346,0.121067642446266,0.130381854044427,0.268233140067135,0.262009790300852,0.274456489833417
218,2022/23,S08000030, ,3419,0.00994442819537877,0.00866739576162093,0.0112214606291366,0.768353319684118,0.762923620622932,0.773783018745305,0.121380520620064,0.117177542346653,0.125583498893476,0.100321731500439,0.0964551839268221,0.104188279074055,0.221702252120503,0.21635611402758,0.227048390213426
219,2023/24,S08000030, ,3229,0.00774233508826262,0.00658882703788163,0.00889584313864361,0.740476927841437,0.734707720212169,0.746246135470705,0.130071229482812,0.125644276733655,0.134498182231969,0.121709507587488,0.117406681825022,0.126012333349955,0.2517807370703,0.246068606718496,0.257492867422105
220,2006/07,S08000031, ,1632,0.0275735294117647,0.020216197699925,0.0349308611236044,0.768995098039216,0.750057793871944,0.787932402206487,0.115808823529412,0.101431114694449,0.130186532364375,0.0876225490196078,0.0749185344141387,0.100326563625077,0.20343137254902,0.185344381036981,0.221518364061058
221,2007/08,S08000031, ,1591,0.0364550597108737,0.0279348420714404,0.0449752773503069,0.800754242614708,0.782595743074077,0.818912742155339,0.0917661847894406,0.0786418903312326,0.104890479247649,0.071024512884978,0.0593472232292326,0.0827018025407234,0.162790697674419,0.146007774415951,0.179573620932886
222,2008/09,S08000031, ,1637,0.0244349419670128,0.0175272581801464,0.0313426257538793,0.810629199755651,0.7930998299456,0.828158569565701,0.0940745265729994,0.0810133911971924,0.107135661948806,0.0708613317043372,0.0593812865425521,0.0823413768661223,0.164935858277337,0.148331727921733,0.18153998863294
223,2009/10,S08000031, ,7490,0.015086782376502,0.0134554728666942,0.0167180918863098,0.777570093457944,0.772004577451076,0.783135609464812,0.114953271028037,0.110684696782811,0.119221845273263,0.0923898531375167,0.0885145928145462,0.0962651134604872,0.207343124165554,0.201917789828687,0.212768458502421
224,2010/11,S08000031, ,1835,0.0294277929155313,0.0223261853332012,0.0365294004978615,0.803269754768392,0.786565381974742,0.819974127562043,0.0920980926430518,0.0799471860664325,0.104248999219671,0.0752043596730245,0.064122611028904,0.086286108317145,0.167302452316076,0.151618385066635,0.182986519565517
225,2011/12,S08000031, ,10952,0.00931336742147553,0.00890109538920303,0.00972563945374803,0.775931336742148,0.77414170134236,0.777720972141935,0.115686632578524,0.114313833309962,0.117059431847087,0.0990686632578525,0.097786402497176,0.100350924018529,0.214755295836377,0.212992764677236,0.216517826995518
226,2012/13,S08000031, ,11494,0.0121802679658952,0.0118836923962069,0.0124768435355836,0.779537149817296,0.778416282462288,0.780658017172304,0.1146685227075,0.113807046743342,0.115529998671657,0.0936140595093092,0.092826478523307,0.0944016404953114,0.208282582216809,0.2071846395062,0.209380524927418
227,2013/14,S08000031, ,11531,0.0122279073801058,0.0117247841723802,0.0127310305878314,0.781025062873992,0.779131849364588,0.782918276383396,0.113433353568641,0.111981589696222,0.11488511744106,0.0933136761772613,0.0919820844557082,0.0946452678988144,0.206747029745902,0.204893090930105,0.208600968561699
228,2014/15,S08000031, ,11624,0.0147109428768066,0.01424936946738,0.0151725162862332,0.782604955264969,0.781023580462283,0.784186330067655,0.113988300068823,0.112769903788534,0.115206696349112,0.0886958017894012,0.0876058132916313,0.0897857902871712,0.202684101858224,0.201142884996224,0.204225318720225
229,2015/16,S08000031, ,10878,0.0115830115830116,0.0108452565069885,0.0123207666590347,0.779555065269351,0.776696784934247,0.782413345604456,0.111969111969112,0.109794936891125,0.114143287047099,0.0968928111785255,0.0948532027959233,0.0989324195611276,0.208861923147637,0.206059155212954,0.211664691082321
230,2016/17,S08000031, ,10523,0.0113085621970921,0.0104728609857258,0.0121442634084584,0.77211821723843,0.768802987317101,0.77543344715976,0.114796160790649,0.112276730909037,0.117315590672261,0.101777059773829,0.0993874115651588,0.104166707982499,0.216573220564478,0.213317714315083,0.219828726813873
231,2017/18,S08000031, ,11357,0.0111825305978692,0.0105373657039789,0.0118276954917594,0.775204719556221,0.772643514129624,0.777765924982818,0.117724751254733,0.115747423996252,0.119702078513214,0.0958879985911773,0.0940815073556726,0.0976944898266819,0.21361274984591,0.211098117880352,0.216127381811468
232,2018/19,S08000031, ,8598,0.00825773435682717,0.00717771247437657,0.00933775623927777,0.76948127471505,0.76445490045891,0.77450764897119,0.117934403349616,0.114085177544068,0.121783629155164,0.104326587578507,0.100678417876332,0.107974757280681,0.222260990928123,0.217299053833752,0.227222928022494
233,2020/21,S08000031, ,7328,0.00655021834061135,0.00539374524523884,0.00770669143598386,0.704967248908297,0.698429108077228,0.711505389739366,0.138782751091703,0.133826437329395,0.143739064854011,0.149699781659389,0.144584949175256,0.154814614143522,0.288482532751092,0.281987411989267,0.294977653512916
